attempt_id,phoneme,class_label,timestamp,frame_index,lip_gap_norm,mouth_height_norm,round_ratio,lip_gap_prev_norm,lip_gap_delta_norm,mouth_height_delta_norm,lip_gap_norm_rollmean5,lip_gap_norm_rollstd5,lip_gap_norm_delta,mouth_height_norm_rollmean5,mouth_height_norm_rollstd5,mouth_height_norm_delta,round_ratio_rollmean5,round_ratio_rollstd5,round_ratio_delta
05c8e683-2f88-4db3-b4ae-e19affd1db71,O,BOT,1761452843.157402,0,0.02376940900600101,0.3361079353421376,2.975234723280366,0.02376940900600101,0.0,0.0,0.02376940900600101,0.0,0.0,0.3361079353421376,0.0,0.0,2.975234723280366,0.0,0.0
05c8e683-2f88-4db3-b4ae-e19affd1db71,O,BOT,1761452843.1988668,1,0.02547821223119919,0.34125703706843385,2.930342502503371,0.02376940900600101,0.0017088032251981779,0.005149101726296235,0.024623810618600098,0.001208306348251076,0.0017088032251981779,0.33868248620528574,0.003640964747683426,0.005149101726296235,2.952788612891869,0.03174359373393715,-0.044892220776995284
05c8e683-2f88-4db3-b4ae-e19affd1db71,O,BOT,1761452843.2425141,2,0.05636177212562598,0.41919519506752084,2.385523526430038,0.02547821223119919,0.03088355989442679,0.07793815799908699,0.03520313112094206,0.018343829180120237,0.03088355989442679,0.36552005582603075,0.04655527619499156,0.07793815799908699,2.763700250737925,0.3282789270997386,-0.5448189760733331
05c8e683-2f88-4db3-b4ae-e19affd1db71,O,BOT,1761452843.28315,3,0.09548500165865025,0.5051187178514136,1.9797326146487435,0.05636177212562598,0.039123229533024266,0.08592352278389276,0.0502735987553691,0.03365719375617749,0.039123229533024266,0.40041972133237647,0.07947877560003402,0.08592352278389276,2.5677083417156297,0.47486420823289244,-0.40579091178129434
05c8e683-2f88-4db3-b4ae-e19affd1db71,O,BOT,1761452843.3254418,4,0.1313788392447504,0.5730553148903397,1.745032240371701,0.09548500165865025,0.035893837586100166,0.06793659703892607,0.06649464685324537,0.04653189256438782,0.035893837586100166,0.4349468400439691,0.10343242461038259,0.06793659703892607,2.403173121446844,0.5517981567022294,-0.2347003742770426
05c8e683-2f88-4db3-b4ae-e19affd1db71,O,BOT,1761452843.366211,5,0.17656723854532244,0.6307359312761199,1.5854495525199845,0.1313788392447504,0.04518839930057203,0.05768061638578026,0.09705421276110966,0.059753582011492265,0.04518839930057203,0.4938724392307655,0.11618538398650745,0.05768061638578026,2.125216087294768,0.5415352291571076,-0.15958268785171636
05c8e683-2f88-4db3-b4ae-e19affd1db71,O,BOT,1761452843.40868,6,0.20997810978712106,0.6730332042059839,1.4858107946988406,0.17656723854532244,0.03341087124179862,0.04229727292986396,0.13395419227229402,0.061446323081350604,0.03341087124179862,0.5602276726582756,0.10098045296195597,0.04229727292986396,1.8363097457338615,0.35927629703177477,-0.09963875782114395
05c8e683-2f88-4db3-b4ae-e19affd1db71,O,BOT,1761452843.4508991,7,0.257041497707905,0.7158068813419332,1.3970248485531267,0.20997810978712106,0.04706338792078396,0.04277367713594926,0.17409013738874984,0.06359644865103997,0.04706338792078396,0.619550009913158,0.08292653295831119,0.04277367713594926,1.638610010158479,0.23034069722211328,-0.08878594614571389
05c8e683-2f88-4db3-b4ae-e19affd1db71,O,BOT,1761452843.4971209,8,0.299209349262658,0.7511660107900853,1.3312636429704643,0.257041497707905,0.042167851554753,0.035359129448152116,0.2148350069095514,0.06586607810467066,0.042167851554753,0.6687594685008924,0.07004933348249802,0.035359129448152116,1.5089162158228233,0.16295866337098264,-0.06576120558266241
05c8e683-2f88-4db3-b4ae-e19affd1db71,O,BOT,1761452843.536989,9,0.31159431053731773,0.7659211024184823,1.3056175066105205,0.299209349262658,0.012384961274659712,0.014755091628397055,0.25087810116806486,0.05756576386654828,0.012384961274659712,0.7073326260065209,0.05583299242567575,0.014755091628397055,1.4210332690705874,0.11530896576152422,-0.02564613635994384
05c8e683-2f88-4db3-b4ae-e19affd1db71,O,BOT,1761452843.5788531,10,0.3329981227750288,0.7880573904268247,1.2689431152449238,0.31159431053731773,0.021403812237711095,0.02213628800834233,0.2821642780140061,0.04894573018908638,0.021403812237711095,0.7387969178366619,0.04519047968890189,0.02213628800834233,1.357731981615575,0.08551032978544233,-0.03667439136559669
05c8e683-2f88-4db3-b4ae-e19affd1db71,O,BOT,1761452843.618684,11,0.349025485370478,0.7994760336045452,1.2508192340567927,0.3329981227750288,0.01602736259544918,0.011418643177720567,0.30997375313067754,0.035268547069352445,0.01602736259544918,0.7640854837163742,0.03289471483636801,0.011418643177720567,1.3107336694871656,0.057510895739879574,-0.01812388118813102
05c8e683-2f88-4db3-b4ae-e19affd1db71,O,BOT,1761452843.662513,12,0.35467767563690866,0.7936209113256864,1.26004744296565,0.349025485370478,0.005652190266430657,-0.005855122278858871,0.32950098871647826,0.023798813125433336,0.005652190266430657,0.7796482897131247,0.020363953699103716,-0.005855122278858871,1.2833381883696702,0.03391303791064195,0.009228208908857338
05c8e683-2f88-4db3-b4ae-e19affd1db71,O,BOT,1761452843.703909,13,0.3574459598005358,0.7888002293505232,1.2677481100929358,0.35467767563690866,0.0027682841636271216,-0.004820681975163166,0.3411483108240538,0.019043184157446425,0.0027682841636271216,0.7871751334252124,0.01272805313257663,-0.004820681975163166,1.2706350817941645,0.020855055262173273,0.007700667127285676
